ticker,title,name,category,yes_bid,yes_ask,no_bid,no_ask,last_price,daily_change_pct,weekly_change_pct,volume_cents,volume_dollars,open_interest,close_date,days_to_resolution,expected_value_yes_pct,expected_value_no_pct,is_dip_candidate
INDIACLIMATE-30,Will India meet its climate goals?,By 2030,Climate and Weather,72,75,28,25,78,2.63,5.41,11316,113.16,4746,2031-12-31T15:00:00Z,2146,32.666666666666664,294.0,False
KXNEXTSPEAKER-31-HJEF,Will Hakeem Jeffries be the next Speaker of the House?,Hakeem Jeffries,Politics,73,75,27,25,78,0,2.63,12800,128.0,2380,2031-01-01T15:00:00Z,1782,32.666666666666664,294.0,False
KXNEXTSPEAKER-31-JJOR,Will Jim Jordan be the next Speaker of the House?,Jim Jordan,Politics,10,14,90,86,14,0,0,1430,14.3,118,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXNEXTSPEAKER-31-SSCA,Will Steve Scalise be the next Speaker of the House?,Steve Scalise,Politics,11,14,89,86,17,0,0,772,7.72,628,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXMOONMAN-31-USA,Which country will be the next to send humans to the Moon?,United States,Science and Technology,61,66,39,34,60,-13.04,-16.67,92612,926.12,51722,2031-01-01T15:00:00Z,1782,50.484848484848484,190.23529411764707,True
KXMOONMAN-31-R,Which country will be the next to send humans to the Moon?,Russia,Science and Technology,2,7,98,93,7,0,250,7066,70.66,4706,2031-01-01T15:00:00Z,1782,1302.0000000000002,7.376344086021505,False
KXMOONMAN-31-I,Which country will be the next to send humans to the Moon?,India,Science and Technology,4,6,96,94,6,0,20,5314,53.14,3422,2031-01-01T15:00:00Z,1782,1535.3333333333333,6.25531914893617,False
KXMOONMAN-31-PRC,Which country will be the next to send humans to the Moon?,China,Science and Technology,29,34,71,66,34,17.24,13.33,52244,522.44,30758,2031-01-01T15:00:00Z,1782,190.23529411764707,50.484848484848484,False
KXMOONMAN-31-E,Which country will be the next to send humans to the Moon?,European Space Agency,Science and Technology,3,6,97,94,5,0,0,4794,47.94,2352,2031-01-01T15:00:00Z,1782,1535.3333333333333,6.25531914893617,False
USCLIMATE-2025,Will the US meet its climate goals?,By 2025,Climate and Weather,4,6,96,94,4,0,100,78026,780.26,14304,2030-12-31T15:00:00Z,1781,1535.3333333333333,6.25531914893617,False
USCLIMATE-2030,Will the US meet its climate goals?,By 2030,Climate and Weather,17,23,83,77,24,60,14.29,9716,97.16,3718,2035-12-31T15:00:00Z,3607,328.0869565217392,29.272727272727273,False
KXTVSEASONRELEASETHELASTOFUS-26-APR,"When will ""The Last of Us"" Season 3 be released?",Before Apr 2026,Entertainment,1,2,99,98,2,0,0,4720,47.2,1436,2026-04-01T14:00:00Z,45,4802.0,1.9999999999999998,False
KXTVSEASONRELEASETHELASTOFUS-26-JUL,"When will ""The Last of Us"" Season 3 be released?",Before Jul 2026,Entertainment,2,6,98,94,7,250,75,1764,17.64,846,2026-07-01T14:00:00Z,136,1535.3333333333333,6.25531914893617,False
KXTVSEASONRELEASETHELASTOFUS-26-OCT,"When will ""The Last of Us"" Season 3 be released?",Before Oct 2026,Entertainment,2,8,98,92,8,300,0,2492,24.92,1486,2026-10-01T14:00:00Z,228,1127.0,8.521739130434783,False
KXTVSEASONRELEASETHELASTOFUS-27-JAN,"When will ""The Last of Us"" Season 3 be released?",Before Jan 2027,Entertainment,14,18,86,82,15,-21.05,0,1256,12.56,722,2027-01-01T15:00:00Z,321,446.4444444444444,21.51219512195122,True
KXTVSEASONRELEASETHELASTOFUS-27-APR,"When will ""The Last of Us"" Season 3 be released?",Before Apr 2027,Entertainment,26,33,74,67,26,0,-21.21,2772,27.72,1894,2027-04-01T14:00:00Z,410,198.96969696969697,48.26865671641791,False
KXTVSEASONRELEASETHELASTOFUS-27-JUL,"When will ""The Last of Us"" Season 3 be released?",Before Jul 2027,Entertainment,47,52,53,48,50,0,-1.96,7866,78.66,7422,2027-07-01T14:00:00Z,501,90.46153846153845,106.16666666666666,False
KXTVSEASONRELEASETHELASTOFUS-28-JAN,"When will ""The Last of Us"" Season 3 be released?",Before Jan 2028,Entertainment,74,81,26,19,82,0,1.23,430,4.3,78,2028-01-01T15:00:00Z,686,22.98765432098765,417.7894736842106,False
KXPRIMEENGCONSUMPTION-30-BIOMASS,What will be the largest source of global primary energy consumption in 2030?,Traditional biomass,Climate and Weather,0,2,100,98,2,0,100,1826,18.26,1000,2032-12-30T15:00:00Z,2511,4802.0,1.9999999999999998,False
KXPRIMEENGCONSUMPTION-30-OIL,What will be the largest source of global primary energy consumption in 2030?,Oil,Climate and Weather,38,43,62,57,44,15.79,4.76,50864,508.64,15488,2032-12-30T15:00:00Z,2511,129.90697674418604,73.9298245614035,False
KXPRIMEENGCONSUMPTION-30-COAL,What will be the largest source of global primary energy consumption in 2030?,Coal,Climate and Weather,28,33,72,67,33,0,0,3748,37.480000000000004,2768,2032-12-30T15:00:00Z,2511,198.96969696969697,48.26865671641791,False
KXPRIMEENGCONSUMPTION-30-GAS,What will be the largest source of global primary energy consumption in 2030?,Gas,Climate and Weather,12,18,88,82,20,0,0,2018,20.18,938,2032-12-30T15:00:00Z,2511,446.4444444444444,21.51219512195122,False
KXPRIMEENGCONSUMPTION-30-NUCLEAR,What will be the largest source of global primary energy consumption in 2030?,Nuclear,Climate and Weather,4,10,96,90,10,150,0,15010,150.1,11756,2032-12-30T15:00:00Z,2511,882.0,10.888888888888888,False
KXPRIMEENGCONSUMPTION-30-HYDROPOWER,What will be the largest source of global primary energy consumption in 2030?,Hydropower,Climate and Weather,1,4,99,96,5,0,25,5572,55.72,5344,2032-12-30T15:00:00Z,2511,2352.0,4.083333333333333,False
KXPRIMEENGCONSUMPTION-30-WIND,What will be the largest source of global primary energy consumption in 2030?,Wind,Climate and Weather,0,3,100,97,3,0,-25,6846,68.46000000000001,6042,2032-12-30T15:00:00Z,2511,3168.666666666667,3.0309278350515467,False
KXPRIMEENGCONSUMPTION-30-SOLAR,What will be the largest source of global primary energy consumption in 2030?,Solar,Climate and Weather,6,7,94,93,7,16.67,-12.5,25312,253.12,17220,2032-12-30T15:00:00Z,2511,1302.0000000000002,7.376344086021505,False
KXPRIMEENGCONSUMPTION-30-RENEWABLE,What will be the largest source of global primary energy consumption in 2030?,Other renewables,Climate and Weather,1,3,99,97,1,0,0,3850,38.5,2860,2032-12-30T15:00:00Z,2511,3168.666666666667,3.0309278350515467,False
KXPRIMEENGCONSUMPTION-30-BIOFUEL,What will be the largest source of global primary energy consumption in 2030?,Modern biofuels,Climate and Weather,1,2,99,98,2,0,100,3374,33.74,2044,2032-12-30T15:00:00Z,2511,4802.0,1.9999999999999998,False
KXACTORTOMCRUZ-30-TOM,Will Tom Cruise be cast in a Film With Ana de Armas?,Tom Cruise,Entertainment,38,44,62,56,38,0,-13.64,716,7.16,220,2030-12-31T15:00:00Z,1781,124.72727272727273,77.0,False
KXINDIANAPOWELL-30-GLE,Will Glen Powell be cast in the next Indiana Jones movie?,Glen Powell,Entertainment,25,29,75,71,25,0,0,1952,19.52,920,2030-10-01T14:00:00Z,1689,239.93103448275858,40.02816901408451,False
KXCANADACUP-30,Will a Canadian team win the pro hockey championship by the end of the 2030 season?,Before 2031,Sports,66,69,34,31,63,0,-7.35,2608,26.080000000000002,870,2030-06-30T03:59:00Z,1596,44.028985507246375,218.1290322580645,False
KXTIMEDECADE20S-30-VZEL,Who will Time name as Person of the Decade?,Volodymyr Zelenskyy,Politics,11,16,89,84,15,0,25,9290,92.9,4314,2030-01-31T15:00:00Z,1447,514.5,18.666666666666664,False
KXTIMEDECADE20S-30-EMUS,Who will Time name as Person of the Decade?,Elon Musk,Politics,32,35,68,65,30,0,-14.29,24010,240.1,8716,2030-01-31T15:00:00Z,1447,182.0,52.76923076923077,False
KXTIMEDECADE20S-30-SALT,Who will Time name as Person of the Decade?,Sam Altman,Politics,8,12,92,88,8,0,0,4258,42.58,2440,2030-01-31T15:00:00Z,1447,718.6666666666666,13.363636363636363,False
KXTIMEDECADE20S-30-JHUA,Who will Time name as Person of the Decade?,Jensen Huang,Politics,6,10,94,90,6,0,0,2104,21.04,866,2030-01-31T15:00:00Z,1447,882.0,10.888888888888888,False
KXTIMEDECADE20S-30-XJIN,Who will Time name as Person of the Decade?,Xi Jinping,Politics,7,11,93,89,7,0,-12.5,2310,23.1,1050,2030-01-31T15:00:00Z,1447,792.909090909091,12.112359550561798,False
KXTIMEDECADE20S-30-TAY,Who will Time name as Person of the Decade?,Taylor Swift,Politics,10,16,90,84,17,0,112.5,6200,62.0,3986,2030-01-31T15:00:00Z,1447,514.5,18.666666666666664,False
EVSHARE-30JAN-10,EV market share in 2030?,Above 10%,Climate and Weather,88,95,12,5,95,7.95,1.06,2182,21.82,590,2030-05-01T15:00:00Z,1537,5.157894736842105,1862.0,False
EVSHARE-30JAN-20,EV market share in 2030?,Above 20%,Climate and Weather,66,72,34,28,66,0,-1.49,11474,114.74000000000001,7706,2030-05-01T15:00:00Z,1537,38.111111111111114,252.0,False
EVSHARE-30JAN-30,EV market share in 2030?,Above 30%,Climate and Weather,45,50,55,50,51,-5.56,10.87,15074,150.74,4348,2030-05-01T15:00:00Z,1537,98.0,98.0,False
EVSHARE-30JAN-50,EV market share in 2030?,Above 50%,Climate and Weather,21,25,79,75,22,-12,-12,12870,128.7,6486,2030-05-01T15:00:00Z,1537,294.0,32.666666666666664,True
KXU3MAX-30-5,How high will unemployment get before 2030?,Above 5%,Economics,95,96,5,4,95,2.15,7.95,1020,10.200000000000001,324,2030-01-04T13:25:00Z,1419,4.083333333333333,2352.0,False
KXU3MAX-30-6,How high will unemployment get before 2030?,Above 6%,Economics,81,87,19,13,87,8.75,7.41,768,7.68,384,2030-01-04T13:25:00Z,1419,14.64367816091954,655.8461538461539,False
KXU3MAX-30-7,How high will unemployment get before 2030?,Above 7%,Economics,67,75,33,25,74,0,10.45,480,4.8,238,2030-01-04T13:25:00Z,1419,32.666666666666664,294.0,False
KXU3MAX-30-8,How high will unemployment get before 2030?,Above 8%,Economics,56,60,44,40,56,0,-1.75,1152,11.52,416,2030-01-04T13:25:00Z,1419,65.33333333333333,147.0,False
KXU3MAX-30-9,How high will unemployment get before 2030?,Above 9%,Economics,51,52,49,48,43,0,0,4694,46.94,1556,2030-01-04T13:25:00Z,1419,90.46153846153845,106.16666666666666,False
KXU3MAX-30-10,How high will unemployment get before 2030?,Above 10%,Economics,34,40,66,60,40,0,17.65,4818,48.18,4080,2030-01-04T13:25:00Z,1419,147.0,65.33333333333333,False
KXU3MAX-30-12,How high will unemployment get before 2030?,Above 12%,Economics,21,29,79,71,29,0,31.82,742,7.42,630,2030-01-04T13:25:00Z,1419,239.93103448275858,40.02816901408451,False
KXU3MAX-30-15,How high will unemployment get before 2030?,Above 15%,Economics,16,24,84,76,23,0,43.75,658,6.58,322,2030-01-04T13:25:00Z,1419,310.3333333333333,30.94736842105263,False
KXU3MAX-30-17,How high will unemployment get before 2030?,Above 17%,Economics,12,20,88,80,13,0,0,520,5.2,150,2030-01-04T13:25:00Z,1419,392.0,24.5,False
KXU3MAX-30-20,How high will unemployment get before 2030?,Above 20%,Economics,9,17,91,83,10,0,11.11,598,5.98,176,2030-01-04T13:25:00Z,1419,478.47058823529414,20.072289156626503,False
KXPERFORMROLEBRITNEY-MAR,Will Margot Robbie perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Margot Robbie,Entertainment,0,11,100,89,10,0,0,150,1.5,150,2031-01-01T15:00:00Z,1782,792.909090909091,12.112359550561798,False
KXPERFORMROLEBRITNEY-ADD,Will Addison Rae perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Addison Rae,Entertainment,1,11,99,89,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,792.909090909091,12.112359550561798,False
KXPERFORMROLEBRITNEY-MIL,Will Millie Bobby Brown perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Millie Bobby Brown,Entertainment,0,10,100,90,10,0,0,70,0.7000000000000001,70,2031-01-01T15:00:00Z,1782,882.0,10.888888888888888,False
KXPERFORMROLEBRITNEY-OLI,Will Olivia Holt perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Olivia Holt,Entertainment,20,29,80,71,19,0,5.56,610,6.1000000000000005,590,2031-01-01T15:00:00Z,1782,239.93103448275858,40.02816901408451,False
KXPERFORMROLEBRITNEY-EMM,Will Emma Roberts perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Emma Roberts,Entertainment,4,14,96,86,14,0,0,228,2.2800000000000002,228,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXPERFORMROLEBRITNEY-FLO,Will Florence Pugh perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Florence Pugh,Entertainment,1,11,99,89,9,0,0,222,2.22,222,2031-01-01T15:00:00Z,1782,792.909090909091,12.112359550561798,False
KXPERFORMROLEBRITNEY-SYD,Will Sydney Sweeney perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Sydney Sweeney,Entertainment,0,10,100,90,9,0,0,124,1.24,124,2031-01-01T15:00:00Z,1782,882.0,10.888888888888888,False
KXPERFORMROLEBRITNEY-SAB,Will Sabrina Carpenter perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Sabrina Carpenter,Entertainment,7,16,93,84,16,0,0,332,3.3200000000000003,332,2031-01-01T15:00:00Z,1782,514.5,18.666666666666664,False
KXPERFORMROLEBRITNEY-CHL,Will ChloÃ« Grace Moretz perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,ChloÃ« Grace Moretz,Entertainment,2,12,98,88,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,718.6666666666666,13.363636363636363,False
KXPERFORMROLEBRITNEY-ANY,Will Anya Taylor-Joy perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Anya Taylor-Joy,Entertainment,0,10,100,90,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,882.0,10.888888888888888,False
KXPERFORMROLE007-VILLAIN-PET,Will Peter Dinklage perform as Villain in the next James Bond film?,Peter Dinklage,Entertainment,7,21,93,79,21,0,-4.55,702,7.0200000000000005,702,2031-01-01T15:00:00Z,1782,368.66666666666663,26.050632911392402,False
KXPERFORMROLE007-VILLAIN-ROS,Will Rosamund Pike perform as Villain in the next James Bond film?,Rosamund Pike,Entertainment,2,18,98,82,18,0,0,22,0.22,22,2031-01-01T15:00:00Z,1782,446.4444444444444,21.51219512195122,False
KXPERFORMROLE007-VILLAIN-IDR,Will Idris Elba perform as Villain in the next James Bond film?,Idris Elba,Entertainment,7,23,93,77,23,0,0,16,0.16,16,2031-01-01T15:00:00Z,1782,328.0869565217392,29.272727272727273,False
KXPERFORMROLE007-VILLAIN-BAR,Will Barry Keoghan perform as Villain in the next James Bond film?,Barry Keoghan,Entertainment,0,14,100,86,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXPERFORMROLE007-VILLAIN-CIL,Will Cillian Murphy perform as Villain in the next James Bond film?,Cillian Murphy,Entertainment,16,29,84,71,30,0,7.14,194,1.94,194,2031-01-01T15:00:00Z,1782,239.93103448275858,40.02816901408451,False
KXPERFORMROLE007-VILLAIN-OSC,Will Oscar Isaac perform as Villain in the next James Bond film?,Oscar Isaac,Entertainment,4,20,96,80,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,392.0,24.5,False
KXPERFORMROLE007-VILLAIN-ADA,Will Adam Driver perform as Villain in the next James Bond film?,Adam Driver,Entertainment,0,16,100,84,15,0,0,62,0.62,62,2031-01-01T15:00:00Z,1782,514.5,18.666666666666664,False
KXPERFORMROLE007-Q-BEN,Will Ben Whishaw perform as Q in the next James Bond film?,Ben Whishaw,Entertainment,22,38,78,62,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,159.89473684210526,60.064516129032256,False
KXPERFORMROLE007-Q-DEV,Will Dev Patel perform as Q in the next James Bond film?,Dev Patel,Entertainment,7,23,93,77,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,328.0869565217392,29.272727272727273,False
KXPERFORMROLE007-Q-RIC,Will Richard Ayoade perform as Q in the next James Bond film?,Richard Ayoade,Entertainment,7,20,93,80,20,0,0,100,1.0,100,2031-01-01T15:00:00Z,1782,392.0,24.5,False
KXPERFORMROLE007-Q-AND,Will Andrew Scott perform as Q in the next James Bond film?,Andrew Scott,Entertainment,12,28,88,72,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,252.0,38.111111111111114,False
KXPERFORMROLE007-Q-TOM,Will Tom Holland perform as Q in the next James Bond film?,Tom Holland,Entertainment,0,13,100,87,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,655.8461538461539,14.64367816091954,False
KXPERFORMROLE007-MONEYPENNY-NAO,Will Naomie Harris perform as Moneypenny in the next James Bond film?,Naomie Harris,Entertainment,7,23,93,77,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,328.0869565217392,29.272727272727273,False
KXPERFORMROLE007-MONEYPENNY-JUN,Will Juno Temple perform as Moneypenny in the next James Bond film?,Juno Temple,Entertainment,1,17,99,83,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,478.47058823529414,20.072289156626503,False
KXPERFORMROLE007-MONEYPENNY-JOD,Will Jodie Turner-Smith perform as Moneypenny in the next James Bond film?,Jodie Turner-Smith,Entertainment,3,19,97,81,16,0,0,312,3.12,312,2031-01-01T15:00:00Z,1782,417.7894736842106,22.98765432098765,False
KXPERFORMROLE007-MONEYPENNY-ALI,Will Alison Oliver perform as Moneypenny in the next James Bond film?,Alison Oliver,Entertainment,1,17,99,83,16,0,0,156,1.56,156,2031-01-01T15:00:00Z,1782,478.47058823529414,20.072289156626503,False
KXPERFORMROLE007-MONEYPENNY-MEG,Will Meg Bellamy perform as Moneypenny in the next James Bond film?,Meg Bellamy,Entertainment,0,14,100,86,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXPERFORMROLE007-MONEYPENNY-JODI,Will Jodie Comer perform as Moneypenny in the next James Bond film?,Jodie Comer,Entertainment,0,16,100,84,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,514.5,18.666666666666664,False
KXPERFORMROLE007-MONEYPENNY-PHO,Will Phoebe Dynevor perform as Moneypenny in the next James Bond film?,Phoebe Dynevor,Entertainment,2,18,98,82,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,446.4444444444444,21.51219512195122,False
KXPERFORMROLE007-MONEYPENNY-EMM,Will Emma Corrin perform as Moneypenny in the next James Bond film?,Emma Corrin,Entertainment,0,15,100,85,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,555.3333333333334,17.294117647058822,False
KXPERFORMROLE007-M-RAL,Will Ralph Fiennes perform as M in the next James Bond film?,Ralph Fiennes,Entertainment,0,100,100,0,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,0.0,0,False
KXPERFORMROLE007-M-IDR,Will Idris Elba perform as M in the next James Bond film?,Idris Elba,Entertainment,0,100,100,0,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,0.0,0,False
KXPERFORMROLE007-M-OLI,Will Olivia Colman perform as M in the next James Bond film?,Olivia Colman,Entertainment,0,100,100,0,20,0,0,142,1.42,142,2031-01-01T15:00:00Z,1782,0.0,0,False
KXPERFORMROLE007-M-MAR,Will Mark Rylance perform as M in the next James Bond film?,Mark Rylance,Entertainment,0,100,100,0,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,0.0,0,False
KXPERFORMROLE007-M-CHA,Will Charles Dance perform as M in the next James Bond film?,Charles Dance,Entertainment,0,100,100,0,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,0.0,0,False
KXPERFORMROLE007-FELIX-WYA,Will Wyatt Russell perform as Felix Leiter in the next James Bond film?,Wyatt Russell,Entertainment,0,14,100,86,14,0,0,24,0.24,24,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXPERFORMROLE007-FELIX-ANT,Will Anthony Mackie perform as Felix Leiter in the next James Bond film?,Anthony Mackie,Entertainment,3,19,97,81,19,0,0,46,0.46,46,2031-01-01T15:00:00Z,1782,417.7894736842106,22.98765432098765,False
KXPERFORMROLE007-FELIX-CHI,Will Chiwetel Ejiofor perform as Felix Leiter in the next James Bond film?,Chiwetel Ejiofor,Entertainment,1,17,99,83,17,0,0,32,0.32,32,2031-01-01T15:00:00Z,1782,478.47058823529414,20.072289156626503,False
KXPERFORMROLE007-FELIX-STE,Will Steven Yeun perform as Felix Leiter in the next James Bond film?,Steven Yeun,Entertainment,1,17,99,83,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,478.47058823529414,20.072289156626503,False
KXPERFORMROLE007-FELIX-BOY,Will Boyd Holbrook perform as Felix Leiter in the next James Bond film?,Boyd Holbrook,Entertainment,4,20,96,80,20,0,0,16,0.16,16,2031-01-01T15:00:00Z,1782,392.0,24.5,False
KXPERFORMROLE007-FELIX-JOH,Will John Hoogenakker perform as Felix Leiter in the next James Bond film?,John Hoogenakker,Entertainment,0,16,100,84,15,0,0,148,1.48,148,2031-01-01T15:00:00Z,1782,514.5,18.666666666666664,False
KXPERFORMROLE007-FELIX-ALB,Will Albert Jones perform as Felix Leiter in the next James Bond film?,Albert Jones,Entertainment,0,14,100,86,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXPERFORMROLE007-FELIX-AAR,Will Aaron Staton perform as Felix Leiter in the next James Bond film?,Aaron Staton,Entertainment,0,14,100,86,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXPERFORMROLE007-FELIX-SET,Will Seth Numrich perform as Felix Leiter in the next James Bond film?,Seth Numrich,Entertainment,0,14,100,86,0,0,0,0,0.0,0,2031-01-01T15:00:00Z,1782,602.0,15.953488372093025,False
KXYTUBESUBSISHOWSPEED-27,When will IShowSpeed reach 100 million Youtube subscribers?,Before 2027,Entertainment,20,24,80,76,20,-16.67,5.26,984,9.84,558,2027-01-01T04:59:00Z,320,310.3333333333333,30.94736842105263,True
KXYTUBESUBSISHOWSPEED-28,When will IShowSpeed reach 100 million Youtube subscribers?,Before 2028,Entertainment,44,53,56,47,45,0,-10,672,6.72,110,2028-01-01T04:59:00Z,685,86.9056603773585,110.51063829787233,False
KXYTUBESUBSISHOWSPEED-29,When will IShowSpeed reach 100 million Youtube subscribers?,Before 2029,Entertainment,58,68,42,32,0,0,0,0,0.0,0,2029-01-01T04:59:00Z,1051,46.11764705882353,208.25,False
KXYTUBESUBSISHOWSPEED-30,When will IShowSpeed reach 100 million Youtube subscribers?,Before 2030,Entertainment,63,73,37,27,0,0,0,0,0.0,0,2030-01-01T04:59:00Z,1416,36.24657534246575,264.962962962963,False
KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Before 2030,Politics,32,36,68,64,32,-11.11,-13.51,7942,79.42,5946,2030-01-01T04:59:00Z,1416,174.2222222222222,55.125,True
KXTVSEASONRELEASEACOURTOFTHORNSANDROSES-30-JAN,When will A Court Of Thorns and Roses be released?,Before Jan 2030,Entertainment,54,55,46,45,54,-12.9,-1.82,1408,14.08,1050,2030-01-01T15:00:00Z,1417,80.18181818181819,119.77777777777779,True
KXTRILLIONAIRE-30-EM,Will Elon Musk be the world's first trillionaire?,Elon Musk,Economics,85,88,15,12,83,-7.78,1.22,170178,1701.78,71212,2030-01-01T15:00:00Z,1417,13.363636363636363,718.6666666666666,False
KXTRILLIONAIRE-30-LE,Will Larry Ellison be the world's first trillionaire?,Larry Ellison,Economics,1,3,99,97,3,0,-25,15158,151.58,11150,2030-01-01T15:00:00Z,1417,3168.666666666667,3.0309278350515467,False
KXTRILLIONAIRE-30-MZ,Will Mark Zuckerberg be the world's first trillionaire?,Mark Zuckerberg,Economics,1,2,99,98,2,0,0,8036,80.36,5558,2030-01-01T15:00:00Z,1417,4802.0,1.9999999999999998,False
KXTRILLIONAIRE-30-JB,Will Jeff Bezos be the world's first trillionaire?,Jeff Bezos,Economics,3,4,97,96,4,0,0,19126,191.26,13992,2030-01-01T15:00:00Z,1417,2352.0,4.083333333333333,False
KXTRILLIONAIRE-30-BA,Will Bernard Arnault & family be the world's first trillionaire?,Bernard Arnault & family,Economics,0,1,100,99,1,0,0,5594,55.94,5000,2030-01-01T15:00:00Z,1417,9702.0,0.9898989898989901,False
KXTRILLIONAIRE-30-WB,Will Warren Buffet be the world's first trillionaire?,Warren Buffett,Economics,0,1,100,99,1,0,-50,4860,48.6,4608,2030-01-01T15:00:00Z,1417,9702.0,0.9898989898989901,False
KXTRILLIONAIRE-30-LP,Will Larry Page be the world's first trillionaire?,Larry Page,Economics,1,2,99,98,2,0,100,8316,83.16,8250,2030-01-01T15:00:00Z,1417,4802.0,1.9999999999999998,False
KXTRILLIONAIRE-30-SRB,Will Sergey Brin be the world's first trillionaire?,Sergey Brin,Economics,0,1,100,99,1,0,0,664,6.640000000000001,664,2030-01-01T15:00:00Z,1417,9702.0,0.9898989898989901,False
KXTRILLIONAIRE-30-SB,Will Steve Ballmer be the world's first trillionaire?,Steve Ballmer,Economics,0,1,100,99,1,0,0,2308,23.080000000000002,2146,2030-01-01T15:00:00Z,1417,9702.0,0.9898989898989901,False
KXTRILLIONAIRE-30-JH,Will Jensen Huang be the world's first trillionaire?,Jensen Huang,Economics,3,5,97,95,3,0,-40,37810,378.1,29654,2030-01-01T15:00:00Z,1417,1862.0,5.157894736842105,False
KXTRILLIONAIRE-30-SA,Will Sam Altman be the world's first trillionaire?,Sam Altman,Economics,0,1,100,99,1,0,0,8632,86.32000000000001,7498,2030-01-01T15:00:00Z,1417,9702.0,0.9898989898989901,False
KXTRAVISKELCEWEDDING-30JAN01-JAS,Will Jason Kelce be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,Jason Kelce,Social,91,95,9,5,95,0,5.56,3670,36.7,1922,2030-01-01T15:00:00Z,1417,5.157894736842105,1862.0,False
KXTRAVISKELCEWEDDING-30JAN01-PAT,Will Patrick Mahomes be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,Patrick Mahomes,Social,85,89,15,11,89,5.95,1.14,12208,122.08,4416,2030-01-01T15:00:00Z,1417,12.112359550561798,792.909090909091,False
KXTRAVISKELCEWEDDING-30JAN01-ARI,Will Aric Jones be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,Aric Jones,Social,79,87,21,13,86,0,7.5,6444,64.44,2934,2030-01-01T15:00:00Z,1417,14.64367816091954,655.8461538461539,False
KXTRAVISKELCEWEDDING-30JAN01-KUM,Will Kumar Ferguson be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,Kumar Ferguson,Social,77,87,23,13,77,0,-1.28,766,7.66,220,2030-01-01T15:00:00Z,1417,14.64367816091954,655.8461538461539,False
KXTRAVISKELCEWEDDING-30JAN01-AUS,Will Austin Swift be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,Austin Swift,Social,71,78,29,22,74,0,8.82,6690,66.9,4902,2030-01-01T15:00:00Z,1417,27.641025641025642,347.45454545454544,False
KXTRAVISKELCEWEDDING-30JAN01-HAR,Will Harrison Butker be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,Harrison Butker,Social,1,11,99,89,2,0,100,308,3.08,196,2030-01-01T15:00:00Z,1417,792.909090909091,12.112359550561798,False
KXTAYLORSWIFTWEDDING-30JAN01-SEL,Will Selena Gomez be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Selena Gomez,Social,74,80,26,20,81,0,2.53,15354,153.54,5652,2030-01-01T15:00:00Z,1417,24.5,392.0,False
